,제목,별점,사람,기타정보,상영시간
49050,,0,0,[],
49053,루시퍼,3.3,29,['2014 ・ 드라마 ・ 벨기에'],1시간 48분
49054,아웃사이드 인,3.2,110,['2017 ・ 드라마 ・ 미국'],
49056,,0,0,[],
49058,위아영,3.3,2만,['2014 ・ 드라마 ・ 미국'],
49060,내 아기의 아빠,0.8,2,['2004 ・ 코미디 ・ 미국'],1시간 39분
49061,체이싱 마도프,3.2,3,['2011 ・ 다큐멘터리 ・ 캐나다 ・ 미국'],1시간 31분
49062,다이아몬드 온 비닐,3.0,29,['2013 ・ 로맨스 ・ 미국'],1시간 35분
49063,,0,0,[],
49064,,0,0,[],
49066,브로드 시티,0,0,['2016 ・ 코미디 ・ 미국'],22분
49073,,0,0,[],
49074,,0,0,[],
49075,,0,0,[],
49076,,0,0,[],
49078,,0,0,[],
49080,언제나 그 날이면,0,0,['1965 ・ 한국'],1시간 40분
49082,워리 돌스,2.0,338,['2015 ・ 스릴러 ・ 미국'],
49083,,0,0,[],
49084,,0,0,[],
49085,,0,0,[],
49087,사돈처녀,3.9,4,['2018 ・ 성인 ・ 한국'],1시간 15분
49088,더 리바운드,0,0,['2016 ・ 다큐멘터리 ・ 미국'],1시간 00분
49090,,0,0,[],
49092,,0,0,[],
49093,시체들의 새벽: 컨테이젼,1.3,577,['2017 ・ 공포 ・ 불가리아 ・ 미국'],
49094,시티 라이프,3.4,7,['1990 ・ 다큐멘터리 ・ 아르헨티나 ・ 네덜란드'],4시간 11분
49095,,0,0,[],
49097,해적왕의 황금나침반,2.6,64,['2014 ・ 모험 ・ 독일'],
49098,영구와 땡칠이 4 - 홍콩 할매 귀신,2.8,"1,118",['1991 ・ 판타지 ・ 한국'],1시간 25분
49099,,0,0,[],
49100,지슬 - 끝나지 않은 세월2,3.8,3만,['2012 ・ 드라마 ・ 한국'],1시간 48분
49101,,0,0,[],
49102,핀과 제이크의 어드벤처 타임 '푸호이',4.0,643,['2013 ・ 애니메이션 ・ 미국'],11분
49103,닌x닌 닌자 핫토리군,2.9,76,['2004 ・ 액션 ・ 일본'],1시간 42분
49104,,0,0,[],
49105,,0,0,[],
49106,,0,0,[],
49107,,0,0,[],
49108,,0,0,[],
49109,신서유기 : 몽키킹의 부활,3.0,483,['2015 ・ 액션 ・ 중국'],
49110,원스 인 어 라이프타임,3.0,2,['2006 ・ 다큐멘터리 ・ 영국 ・ 미국'],1시간 37분
49111,암호명 이웃집 아이들 작전명: 0호를 찾아라,3.9,210,['2006 ・ 키즈 ・ 미국'],1시간 10분
49112,라즐로 캠프 : 7월의 크리스마스,0,0,['2007 ・ 애니메이션 ・ 미국'],30분
49113,,0,0,[],
49114,어느 멋진 날,3.5,1만,['1996 ・ 로맨틱코미디 ・ 미국'],1시간 48분
49115,,0,0,[],
49118,붉은 모란: 후계자,3.9,8,['1969 ・ 드라마 ・ 일본'],1시간 35분
49120,,0,0,[],
49121,,0,0,[],
49123,,0,0,[],
49124,,0,0,[],
49126,,0,0,[],
49128,,0,0,[],
49129,2차 세계대전 타임트랙,2.1,44,['2015 ・ 전쟁 ・ 미국'],
49130,,0,0,[],
49131,왼편의 마지막 집,3.2,931,['1972 ・ 공포 ・ 미국'],1시간 22분
49132,,0,0,[],
49134,,0,0,[],
49136,,0,0,[],
49141,,0,0,[],
49142,,0,0,[],
49143,,0,0,[],
49145,,0,0,[],
49146,,0,0,[],
49147,,0,0,[],
49149,,0,0,[],
49150,,0,0,[],
49151,어 넘버스 게임,0,0,['2010 ・ 코미디 ・ 미국'],
49152,,0,0,[],
49153,,0,0,[],
49154,,0,0,[],
49155,닥터 후: 어 크리스마스 캐롤,3.8,169,['2010 ・ 판타지 ・ 영국'],
49157,패딩턴 발 4시 50분,3.4,67,['2004 ・ 드라마 ・ 영국 ・ 미국'],1시간 34분
49158,패딩턴 발 4시 50분,3.4,67,['2004 ・ 드라마 ・ 영국 ・ 미국'],1시간 34분
49159,헤이즐무어 살인사건,3.1,37,['2006 ・ 로맨스 ・ 영국'],1시간 33분
49161,,0,0,[],
49162,,0,0,[],
49163,,0,0,[],
49164,,0,0,[],
49165,,0,0,[],
49166,,0,0,[],
49167,,0,0,[],
49168,,0,0,[],
49169,,0,0,[],
49170,,0,0,[],
49171,,0,0,[],
49172,,0,0,[],
49175,아가사 크리스티: 영화 속 인생,2.7,3,['2004 ・ 드라마 ・ 영국'],1시간 30분
49176,아가사 크리스티: 영화 속 인생,2.7,3,['2004 ・ 드라마 ・ 영국'],1시간 30분
49177,아가사 크리스티: 영화 속 인생,2.7,3,['2004 ・ 드라마 ・ 영국'],1시간 30분
49181,,0,0,[],
49182,,0,0,[],
49184,,0,0,[],
49185,,0,0,[],
49187,,0,0,[],
49188,,0,0,[],
49189,,0,0,[],
49190,A.D.H.M.,2.5,9,['2016 ・ 드라마 ・ 인도'],1시간 58분
49192,전국바사라 극장판: 라스트 파티,3.3,645,['2011 ・ 애니메이션 ・ 일본'],
49193,전국바사라 극장판: 라스트 파티,3.3,645,['2011 ・ 애니메이션 ・ 일본'],
49194,,0,0,[],
49197,,0,0,[],
49198,,0,0,[],
49199,,0,0,[],
49201,유희왕 극장판,2.9,"2,085",['2004 ・ 판타지 ・ 일본 ・ 미국'],1시간 26분
49202,원피스 극장판 1기 - 황금의 대해적 우난,3.6,2만,['2000 ・ 애니메이션 ・ 일본'],
49203,,0,0,[],
49207,극장판 이누야샤 2—거울 속의 몽환성,3.9,2만,['2002 ・ 액션 ・ 일본'],
49208,,0,0,[],
49209,,0,0,[],
49210,,0,0,[],
49211,,0,0,[],
49212,,0,0,[],
49213,,0,0,[],
49214,극장판 이누야샤 2—거울 속의 몽환성,3.9,2만,['2002 ・ 액션 ・ 일본'],
49215,원피스 극장판 10기 - 스트롱 월드,3.7,3만,['2009 ・ 애니메이션 ・ 일본'],1시간 53분
49216,미소녀전사 세일러문 SuperS - 세일러 9전사 집결! 블랙 드림 홀의 기적,3.7,457,['1995 ・ 애니메이션 ・ 일본'],1시간 00분
49219,,0,0,[],
49221,,0,0,[],
49222,시실리 2km,2.8,13만,['2004 ・ 코미디 ・ 한국'],
49223,극장판 이누야샤 2—거울 속의 몽환성,3.9,2만,['2002 ・ 액션 ・ 일본'],
49224,극장판 이누야샤 3—천하패도의 검,3.9,2만,['2003 ・ 로맨스 ・ 일본'],
49228,원피스 극장판 10기 - 스트롱 월드,3.7,3만,['2009 ・ 애니메이션 ・ 일본'],1시간 53분
49229,,0,0,[],
49230,원피스 3D : 밀짚모자 체이스,3.2,"9,281",['2011 ・ 애니메이션 ・ 일본'],
49231,드래곤볼Z 극장판 1—데드 존,3.4,"2,580",['1989 ・ 액션 ・ 일본'],
49232,은혼2: 규칙은 깨라고 있는 것,3.5,"7,451",['2018 ・ 코미디 ・ 일본'],
49234,극장판 도라에몽 노비타의 신공룡,4.1,43,['2020 ・ 애니메이션 ・ 일본'],1시간 50분
49235,,0,0,[],
49236,극장판 소년탐정 김전일 Original- 살육의 딥블루,3.5,344,['1999 ・ 애니메이션 ・ 일본'],1시간 30분
49237,,0,0,[],
49238,,0,0,[],
49239,,0,0,[],
49240,,0,0,[],
49241,해바라기,3.8,42만,['2006 ・ 드라마 ・ 한국'],
49242,,0,0,[],
49243,,0,0,[],
49244,,0,0,[],
49245,만담강호,2.3,"1,458",['2017 ・ 애니메이션 ・ 한국'],
49246,,0,0,[],
49247,,0,0,[],
49248,성민의 방,2.1,280,['2014 ・ 드라마 ・ 한국'],16분
49249,,0,0,[],
49251,,0,0,[],
49252,전기도둑 로하,3.2,208,['2013 ・ 드라마 ・ 인도 ・ 미국'],
49253,마이크로토피아,3.3,300,['2013 ・ 다큐멘터리 ・ 스웨덴'],
49256,미아와 알렉산드라,3.8,414,['2013 ・ 다큐멘터리 ・ 노르웨이'],59분
49257,"러브, 로지",3.6,28만,['2014 ・ 코미디 ・ 독일 ・ 영국'],
49258,"치타, 칸지, 너클스",4.0,77,['2014 ・ 다큐멘터리 ・ 네덜란드 ・ 벨기에'],1시간 15분
49259,,0,0,[],
49260,,0,0,[],
49262,,0,0,[],
49263,숀더쉽 더 무비: 꼬마 외계인 룰라!,3.3,268,['2019 ・ 애니메이션 ・ 영국 ・ 프랑스 ・ 벨기에 ・ 미국 ・ 중국'],
49264,,0,0,[],
49265,,0,0,[],
49266,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,2.6,18,['2010 ・ 애니메이션 ・ 일본'],1시간 16분
49267,향수 - 어느 살인자의 이야기,3.7,54만,['2006 ・ 범죄 ・ 독일 ・ 프랑스 ・ 스페인 ・ 미국'],
49268,나의 히어로 아카데미아 더 무비: 두 명의 히어로,3.3,964,['2018 ・ 코미디 ・ 일본'],1시간 36분
49269,나츠메 우인장: 세상과 연을 맺다,3.6,"1,218",['2018 ・ 애니메이션 ・ 일본'],1시간 44분
49270,나츠메 우인장: 세상과 연을 맺다,3.6,"1,218",['2018 ・ 애니메이션 ・ 일본'],1시간 44분
49271,추룡 2: 적왕,2.4,17,['2019 ・ 액션 ・ 홍콩 ・ 중국'],
49272,니가 있는 거리,0,0,['2018 ・ 단편 ・ 일본'],4분
49273,황제의 검신,2.5,60,['2017 ・ 액션 ・ 중국'],
49274,7번방의 선물,3.9,162만,['2012 ・ 드라마 ・ 한국'],
49275,6 이어스,2.4,439,['2015 ・ 드라마 ・ 미국'],
49276,애상시신낭,3.5,1,['2006 ・ 공포 ・ 홍콩'],1시간 27분
49277,"최근, 여동생의 상태가 조금 이상한 것 같다만",1.8,156,['2014 ・ 로맨틱코미디 ・ 일본'],1시간 47분
49278,피지 99도의 사랑,0,0,['2014 ・ 로맨스 ・ 중국'],
49279,,0,0,[],
49280,,0,0,[],
49281,,0,0,[],
49283,당인가탐안2,2.6,106,['2018 ・ 액션 ・ 중국'],2시간 00분
49286,,0,0,[],
49287,신 배틀로얄: 극악 소년원2,2.0,27,['2014 ・ 액션 ・ 일본'],
49289,복호무송,0,0,['2020 ・ 시대극 ・ 중국'],1시간 36분
49291,영웅: 천하의 시작,3.5,6만,['2002 ・ 액션 ・ 중국'],1시간 49분
49292,정인지기,2.3,5,['1993 ・ 홍콩'],
49295,,0,0,[],
49297,,0,0,[],
49298,아주 무서운 이야기 - 어둠의 까마귀,1.9,17,['2004 ・ 공포 ・ 일본'],1시간 21분
49302,,0,0,[],
49303,이브의 세 얼굴,3.2,130,['1957 ・ 미국'],1시간 31분
49304,이브의 세 얼굴,3.2,130,['1957 ・ 미국'],1시간 31분
49305,테니스의 왕자님,1.9,164,['2006 ・ 스포츠 ・ 일본'],1시간 50분
49306,,0,0,[],
49307,,0,0,[],
49308,,0,0,[],
49309,,0,0,[],
49310,,0,0,[],
49311,,0,0,[],
49312,마크로스FB7 극장판: 은하유혼,3.6,99,['2012 ・ 애니메이션 ・ 일본'],1시간 30분
49313,,0,0,[],
49314,,0,0,[],
49315,,0,0,[],
49316,,0,0,[],
49317,,0,0,[],
49318,,0,0,[],
49319,,0,0,[],
49320,The Last Confession of Alexander Pearce,0,0,['2009 ・ 역사 ・ 호주'],
49321,아이스 에이지: 지구 대충돌,2.9,"3,770",['2016 ・ 애니메이션 ・ 미국'],
49322,펫,2.6,"3,091",['2016 ・ 공포 ・ 스페인 ・ 미국'],
49326,,0,0,[],
49327,오 마이 좀비!,2.2,44,['2016 ・ 공포 ・ 일본'],1시간 30분
49328,,0,0,[],
49329,,0,0,[],
49330,스타워즈 에피소드 2: 클론의 습격,3.7,10만,['2002 ・ SF ・ 미국'],
49331,,0,0,[],
49332,,0,0,[],
49333,,0,0,[],
49334,GTO,3.0,169,['1999 ・ 틴에이저 ・ 일본'],1시간 48분
49335,하나오니 1: 운명의 장난,2.5,159,['2009 ・ 로맨스 ・ 일본'],1시간 35분
49336,,0,0,[],
49337,,0,0,[],
49338,,0,0,[],
49339,,0,0,[],
49340,,0,0,[],
49341,,0,0,[],
49343,,0,0,[],
49344,,0,0,[],
49346,,0,0,[],
49347,원수적동년,0,0,['2006 ・ 중국'],
49348,,0,0,[],
49349,그대 안의 블루,2.8,"1,815",['1992 ・ 드라마 ・ 한국'],
49350,심령병동 - 속삭이는 시체,0,0,['2011 ・ 공포 ・ 일본'],1시간 2분
49351,,0,0,[],
49352,좀비 서바이벌 가이드,3.0,"3,174",['2015 ・ 액션 ・ 미국'],
49353,지슬 - 끝나지 않은 세월2,3.8,3만,['2012 ・ 드라마 ・ 한국'],1시간 48분
49354,6 이어스,2.4,439,['2015 ・ 드라마 ・ 미국'],
49358,,0,0,[],
49359,휴가,2.8,147,['2016 ・ 가족 ・ 한국'],
49363,,0,0,[],
49364,,0,0,[],
49365,,0,0,[],
49366,플랜B: 뜨거운 녀석들,2.3,317,['2016 ・ 코미디 ・ 독일'],
49368,데스 레이스 4: 비욘드 아나키,1.9,48,['2018 ・ 액션 ・ 미국 ・ 불가리아'],1시간 51분
49369,새엄마 2: 그녀의 남자가 되다,0,0,['2017 ・ 한국'],1시간 3분
49370,,0,0,[],
49371,,0,0,[],
49385,야성의 숲,0,0,['1976 ・ 한국'],1시간 45분
49386,,0,0,[],
49387,,0,0,[],
49388,,0,0,[],
49389,,0,0,[],
49390,,0,0,[],
49391,,0,0,[],
49392,천국의 남쪽 지옥의 서쪽,1.6,4,['2000 ・ 서부극 ・ 미국'],1시간 44분
49393,영거 앤 영거,3.4,54,['1993 ・ 코미디 ・ 독일 ・ 미국'],1시간 39분
49394,,0,0,[],
49395,3중 충돌,2.6,20,['2010 ・ 로맨스 ・ 중국'],1시간 41분
49396,,0,0,[],
49397,,0,0,[],
49398,,0,0,[],
49399,표행천하:천하표국,0,0,['2007 ・ 액션 ・ 중국'],1시간 31분
49400,미려신세계,4.1,4,['1999 ・ 코미디 ・ 대만 ・ 중국'],1시간 37분
49401,미스터 빈,3.8,306,['1989 ・ 코미디 ・ 영국'],
49402,테니스의 왕자님,1.9,164,['2006 ・ 스포츠 ・ 일본'],1시간 50분
49403,테니스의 왕자님,1.9,164,['2006 ・ 스포츠 ・ 일본'],1시간 50분
49404,테니스의 왕자님,1.9,164,['2006 ・ 스포츠 ・ 일본'],1시간 50분
49405,테니스의 왕자님,1.9,164,['2006 ・ 스포츠 ・ 일본'],1시간 50분
49406,테니스의 왕자님,1.9,164,['2006 ・ 스포츠 ・ 일본'],1시간 50분
49407,테니스의 왕자님,1.9,164,['2006 ・ 스포츠 ・ 일본'],1시간 50분
49408,추룡 2: 적왕,2.4,17,['2019 ・ 액션 ・ 홍콩 ・ 중국'],
49411,,0,0,[],
49412,아이스 에이지: 지구 대충돌,2.9,"3,770",['2016 ・ 애니메이션 ・ 미국'],
49413,호비와 엄마나무섬의 비밀,3.7,114,['2015 ・ 가족 ・ 일본'],1시간 1분
49414,수호지 천하호걸 고대수,1.6,14,['2011 ・ 액션 ・ 중국'],1시간 30분
49415,,0,0,[],
49416,,0,0,[],
49417,,0,0,[],
49418,,0,0,[],
49419,,0,0,[],
49420,,0,0,[],
49421,,0,0,[],
49422,,0,0,[],
49423,,0,0,[],
49424,,0,0,[],
49425,,0,0,[],
49426,,0,0,[],
49427,,0,0,[],
49428,,0,0,[],
49429,,0,0,[],
49430,,0,0,[],
49431,,0,0,[],
49432,,0,0,[],
49433,,0,0,[],
49434,,0,0,[],
49435,,0,0,[],
49436,,0,0,[],
49437,,0,0,[],
49439,날 수 없는 침묵,2.5,7,['1966 ・ 드라마 ・ 일본'],1시간 40분
49440,웨딩 마치 2: 다시 만난 사랑,0,0,['2017 ・ 캐나다 ・ 미국'],1시간 24분
49441,사랑은 방울방울,2.7,111,['2001 ・ 로맨틱코미디 ・ 홍콩'],1시간 39분
49442,,0,0,[],
49443,,0,0,[],
49444,부악백경 - 아득히 먼 장소,0,0,['2006 ・ 일본'],
49445,피노키오의 모험,3.3,838,['1996 ・ 판타지 ・ 독일 ・ 프랑스 ・ 영국 ・ 미국 ・ 체코'],1시간 36분
49446,,0,0,[],
49447,,0,0,[],
49448,,0,0,[],
49449,,0,0,[],
49450,,0,0,[],
49451,러브 어몽 더 루인스,3.5,2,['1975 ・ 로맨틱코미디 ・ 영국'],1시간 40분
49452,적인걸 6 - 집요술사,3.0,186,['2018 ・ 판타지 ・ 중국'],
49453,,0,0,[],
49454,,0,0,[],
49455,,0,0,[],
49456,,0,0,[],
49457,,0,0,[],
49458,,0,0,[],
49459,,0,0,[],
49460,,0,0,[],
49461,,0,0,[],
49462,,0,0,[],
49463,,0,0,[],
49464,,0,0,[],
49465,,0,0,[],
49466,,0,0,[],
49467,,0,0,[],
49471,,0,0,[],
49472,,0,0,[],
49473,,0,0,[],
49475,제보자,3.4,19만,['2014 ・ 드라마 ・ 한국'],
49476,,0,0,[],
49477,,0,0,[],
49478,Doctor Who: Last Christmas,4.0,28,['2014 ・ 드라마'],
49479,Doctor Who: The End of Time,4.4,34,['2009 ・ SF'],
49480,,0,0,[],
49481,,0,0,[],
49494,,0,0,[],
49495,,0,0,[],
49496,,0,0,[],
49497,48시간 2,3.0,949,['1990 ・ 액션 ・ 미국'],1시간 35분
49498,,0,0,[],
49499,,0,0,[],
49506,,0,0,[],
49507,오직 사랑뿐,3.2,"2,447",['2016 ・ 드라마 ・ 체코 ・ 영국 ・ 미국'],
49508,인생은 드라마,3.2,69,['2016 ・ 드라마 ・ 인도'],
49510,,0,0,[],
49511,프라이빗 라이프,3.7,"1,108",['2018 ・ 드라마 ・ 미국'],
49512,,0,0,[],
49513,복싱 위드 허,0,0,['2011 ・ 다큐멘터리 ・ 튀니지'],52분
49514,17: 축구하는 소녀들,3.0,5,['2017 ・ 다큐멘터리 ・ 요르단'],1시간 14분
49515,댄스 마라톤,3.4,5,['2010 ・ 폴란드'],1시간 38분
49516,검객,2.6,"1,536",['2020 ・ 액션 ・ 한국'],1시간 40분
49517,Ma famille t'adore déjà,0,0,['2016 ・ 코미디 ・ 프랑스'],
49518,,0,0,[],
49519,,0,0,[],
49521,A Wild Roomer,0,0,['1927 ・ 코미디 ・ 미국'],20분
49523,Les Têtes De l'Emploi,0,0,['2016 ・ 코미디 ・ 프랑스'],
49524,,0,0,[],
49526,,0,0,[],
49527,태권도 통일을 꿈꾸다,0,0,['2018 ・ 다큐멘터리 ・ 한국'],23분
49528,,0,0,[],
49529,映画魔法つかいプリキュア!奇跡の変身!キュアモフルン!,3.2,3,['2016'],1시간 5분
49531,,0,0,[],
49532,내 아내와 결혼해 주세요,2.9,381,['2016 ・ 로맨스 ・ 일본'],
49533,,0,0,[],
49535,골든 오케스트라!,3.2,880,['2016 ・ 드라마 ・ 일본'],
49537,,0,0,[],
49538,,0,0,[],
49540,기동전사 건담 디 오리진 IV - 운명의 전야,4.1,"1,334",['2016 ・ 애니메이션 ・ 일본'],
49541,렘넌트: 생존자들,1.3,4,['2013 ・ SF ・ 미국'],
49542,,0,0,[],
49543,,0,0,[],
49544,,0,0,[],
49545,,0,0,[],
49546,,0,0,[],
49547,,0,0,[],
49548,,0,0,[],
49549,,0,0,[],
49550,,0,0,[],
49551,,0,0,[],
49552,마야 2012년과 그 이후의 계시,0,0,['2012 ・ 다큐멘터리'],
49553,,0,0,[],
49554,,0,0,[],
49556,,0,0,[],
49560,마치 낯도깨비처럼,1.3,2,['한국'],
49561,은밀하게 위대하게,3.4,124만,['2013 ・ 액션 ・ 한국'],
49562,,0,0,[],
49563,미쓰 박 프로젝트 #1,3.4,5,['2017 ・ 애니메이션 ・ 한국'],8분
49564,,0,0,[],
49566,,0,0,[],
49569,,0,0,[],
49570,악마의 탄생,1.8,24,['2011 ・ 공포 ・ 미국'],
49572,,0,0,[],
49573,3월의 라이온 후편,3.4,"1,015",['2017 ・ 드라마 ・ 일본'],
49574,,0,0,[],
49575,,0,0,[],
49576,나츠메 우인장: 세상과 연을 맺다,3.6,"1,218",['2018 ・ 애니메이션 ・ 일본'],1시간 44분
49577,,0,0,[],
49579,,0,0,[],
49580,내가 인기 있어서 어쩌자는 거야,3.4,4,['2020 ・ 로맨틱코미디 ・ 일본'],1시간 30분
49581,더 뉴 그레이트 게임,0,0,['2012 ・ 다큐멘터리 ・ 미국'],54분
49582,착요대선 2,0,0,['2019 ・ 로맨스 ・ 중국'],
49583,,0,0,[],
49584,,0,0,[],
49585,어메이징 스파이더맨 2,3.7,42만,['2014 ・ 액션 ・ 미국'],
49587,리라이프,2.9,409,['2017 ・ 드라마 ・ 일본'],2시간 00분
49588,명탐정 코난 : 시한 장치의 마천루,3.6,3만,['1997 ・ 애니메이션 ・ 일본'],
49589,마음의 소리 스페셜 1- 효! 크러쉬,3.6,495,['2018 ・ 애니메이션 ・ 한국'],
49591,,0,0,[],
49592,,0,0,[],
49593,,0,0,[],
49595,,0,0,[],
49596,사이키 쿠스오의 재난,2.7,498,['2017 ・ SF ・ 일본'],1시간 37분
49597,서뱀프: 앨리스 인 더 가든,3.7,153,['2018 ・ 애니메이션 ・ 일본'],
49598,,0,0,[],
49599,호텔 아르테미스,2.6,"4,482",['2018 ・ 액션 ・ 미국 ・ 영국'],
49600,,0,0,[],
49601,비밥바룰라,2.7,902,['2018 ・ 드라마 ・ 한국'],
49602,,0,0,[],
49603,사랑의 시대,3.2,"1,270",['2016 ・ 드라마 ・ 덴마크 ・ 스웨덴 ・ 네덜란드'],
49604,오렌지,3.6,1만,['2015 ・ 로맨스 ・ 일본'],
49605,헝거게임: 더 파이널,3.8,19만,['2015 ・ 액션 ・ 미국 ・ 독일 ・ 프랑스 ・ 캐나다'],
49606,,0,0,[],
49607,,0,0,[],
49608,,0,0,[],
49609,치어남자!!,3.1,8,['2019 ・ 드라마 ・ 일본'],1시간 58분
49610,,0,0,[],
49611,Trade Tattoo,2.2,6,['1937'],5분
49612,,0,0,[],
49613,,0,0,[],
49614,특수부대 전랑2,2.0,633,['2017 ・ 액션 ・ 중국'],
49616,히틀러 좀비 군단: 벙커 오브 더 데드,1.5,3,['2015 ・ 액션 ・ 독일'],
49617,,0,0,[],
49619,수호전 - 호삼랑과 왜각호 황영,3.0,2,['2008 ・ 드라마 ・ 중국'],
49620,수호전 - 벽요상 미안,1.5,2,['2008 ・ 드라마 ・ 중국'],
49621,언원티드:초대받지않은손님,2.0,65,['2014 ・ 로맨스 ・ 미국'],
49622,,0,0,[],
49624,,0,0,[],
49625,,0,0,[],
49626,토이 스토리 댓 타임 포갓,3.7,"4,570",['2014 ・ 애니메이션 ・ 미국'],
49627,주토피아,4.2,81만,['2016 ・ 모험 ・ 미국'],
49629,캡틴 아메리카: 시빌 워,3.9,30만,['2016 ・ 액션 ・ 미국'],
49630,캡틴 아메리카: 시빌 워,3.9,30만,['2016 ・ 액션 ・ 미국'],
49631,거울나라의 앨리스,3.5,14만,['2016 ・ 모험 ・ 미국 ・ 영국'],
49637,다빈치 트레져,2.9,149,['2006 ・ 미스터리 ・ 미국'],1시간 31분
49644,겟썸 3,2.9,363,['2016 ・ 액션 ・ 미국'],
49647,더 브론즈,3.5,"2,970",['2015 ・ 코미디 ・ 미국'],
49648,,0,0,[],
49650,곡성(哭聲),3.9,39만,['2015 ・ 미스터리 ・ 한국'],
49651,엑스맨: 아포칼립스,3.4,14만,['2016 ・ SF ・ 미국'],
49653,어 송 포유: 더 오스틴 시티 리밋츠 스토리,0,0,['2016 ・ 다큐멘터리 ・ 미국'],1시간 31분
49658,나우 유 씨 미 2,3.8,53만,['2016 ・ 액션 ・ 프랑스 ・ 미국'],
49659,나우 유 씨 미 2,3.8,53만,['2016 ・ 액션 ・ 프랑스 ・ 미국'],
49660,어 비트 오브 배드 럭,2.1,41,['2013 ・ 코미디 ・ 미국'],
49664,터미널,3.5,"1,137",['2015 ・ 드라마 ・ 일본'],
49665,기억메신저 2033,0.5,2,['2009 ・ SF ・ 멕시코'],
49667,라이언,3.7,2만,['2016 ・ 드라마 ・ 영국 ・ 호주 ・ 미국'],
49674,베어풋,3.1,462,['2014 ・ 로맨틱코미디 ・ 미국'],
49678,고스트라이트,1.4,22,['2013 ・ 드라마 ・ 미국'],
49685,하우스 오브 굿 앤 이블,1.6,10,['2013 ・ 스릴러 ・ 미국'],
49688,오피스 크리스마스 파티,2.7,696,['2016 ・ 코미디 ・ 미국'],1시간 45분
49693,,0,0,[],
49694,,0,0,[],
49696,소년탐정 김전일 스페셜 - 흡혈귀 전설 살인사건,2.7,245,['2005 ・ 일본'],
49697,,0,0,[],
49699,,0,0,[],
49702,,0,0,[],
49703,도리를 찾아서,3.7,13만,['2016 ・ 애니메이션 ・ 미국'],
49706,할리마의 길,3.8,6,['2012 ・ 크로아티아 ・ 슬로베니아'],1시간 33분
49708,라스트솔져,2.9,207,['2015 ・ 드라마 ・ 미국'],
49709,더 메타무비 프리젠츠: 에일리언 레스큐,0,0,['2020 ・ 단편 ・ 미국'],40분
49712,,0,0,[],
49716,,0,0,[],
49727,,0,0,[],
49728,솔로몬의 위증 전편: 사건,3.2,"3,489",['2015 ・ 미스터리 ・ 일본'],
49732,그들이 아버지를 죽였다,3.5,561,['2017 ・ 드라마 ・ 미국'],
49734,극장판 쿠로코의 농구 라스트 게임,3.9,"6,778",['2017 ・ 스포츠 ・ 일본'],
49738,,0,0,[],
49739,,0,0,[],
49740,,0,0,[],
49741,,0,0,[],
49742,,0,0,[],
49745,,0,0,[],
49746,화랑도,0,0,['1950 ・ 한국'],
49748,더 모델,2.7,"1,079",['2016 ・ 드라마 ・ 덴마크'],
49750,포트 블리스,3.2,206,['2014 ・ 가족 ・ 미국'],
49754,히든 피겨스,4.0,9만,['2016 ・ 역사 ・ 미국'],
49755,,0,0,[],
49760,,0,0,[],
49761,,0,0,[],
49762,,0,0,[],
49763,,0,0,[],
49764,,0,0,[],
49765,,0,0,[],
49766,,0,0,[],
49767,,0,0,[],
49768,,0,0,[],
49769,,0,0,[],
49770,,0,0,[],
49771,공간의 끝,3.5,41,['2019 ・ 단편 ・ 한국'],23분
49772,비터스위트 심포니,0,0,['2018 ・ 드라마'],
49777,로봇 오버로드,2.2,"1,162",['2014 ・ 액션 ・ 영국'],
49778,,0,0,[],
49781,숏텀 12,3.7,"4,892",['2013 ・ 드라마 ・ 미국'],
49782,적인걸: 측천무후의 비밀,3.1,2만,['2010 ・ 액션 ・ 중국 ・ 홍콩'],
49783,위성:영웅들의 귀환,2.9,383,['2016 ・ 액션 ・ 중국 ・ 홍콩'],
49785,5일의 마중,3.8,1만,['2014 ・ 드라마 ・ 중국 ・ 프랑스'],
49786,내부자들,4.0,78만,['2015 ・ 범죄 ・ 한국'],
49787,,0,0,[],
49798,,0,0,[],
49800,신서유기 : 몽키킹의 부활,3.0,483,['2015 ・ 액션 ・ 중국'],
49801,,0,0,[],
49802,,0,0,[],
49803,,0,0,[],
49805,스토리 오브 O - 르네의 사생활,2.7,467,['1975 ・ 드라마 ・ 프랑스 ・ 독일(구 서독) ・ 캐나다'],
49806,헤이트풀8,3.8,13만,['2015 ・ 드라마 ・ 미국'],
49807,,0,0,[],
49811,닥터 스트레인지,3.9,45만,['2016 ・ 액션 ・ 미국'],
49819,킬 유어 달링,3.5,9만,['2013 ・ 드라마 ・ 미국'],
49838,마스터: 뒤틀린 사랑,2.3,606,['2014 ・ 드라마 ・ 네덜란드 ・ 영국'],
49858,풀 스피드,3.0,"1,726",['2016 ・ 액션 ・ 프랑스 ・ 북마케도니아'],
49859,Faut pas lui dire,0,0,['2017 ・ 코미디 ・ 프랑스 ・ 벨기에'],
49860,Family Heist,0,0,['2017 ・ 코미디 ・ 프랑스'],1시간 31분
49864,,0,0,[],
49870,Scarecrow,0,0,['2013'],1시간 27분
49872,,0,0,[],
49877,월드워2: 나치의 침공,2.1,268,['2011 ・ 판타지 ・ 미국 ・ 캐나다 ・ 독일'],
